Warning: truncated output (original token count: 119020)
Total output lines: 472

id,area,title,persona,journey,expected,entry_points,qa_status,bug_ids,fix_status,retest_status,fix_commits,evidence,last_report,overlaps,notes
RT-063,RT,Session-create via unified runtime selector,Bruno,J-17,One button-group trigger + popup creates a session with the chosen provider·model·reasoning; empty axes are omitted from the POST body.,web session-create dialog; POST /api/sessions,pass,BUG-0024,fixed,pass,,/Users/pedronauck/dev/qa-labs/agh-model-selector-20260710-194713-914643-lab/qa-artifacts/qa/model-selector-evidence.md;docs/qa/reports/2026-07-10-model-selector.md,docs/qa/reports/2026-07-10-model-selector.md,RT-010,"story: model-selector task_02 — unified RuntimeSelector replaces the three leaf pickers on session-create; flag only, not retested. src: .compozy/tasks/model-selector/task_02.md || Model-selector QA 2026-07-10: charter walked; live/manual, structured-surface, and official E2E evidence passed. BUG-0024 is fixed and retested in the uncommitted worktree; no SHA exists by explicit user direction."
RT-064,RT,Reset-on-switch clears unsupported reasoning,Bruno,J-17,Selecting a model whose efforts exclude the current level resets reasoning to provider default (empty).,web RuntimeSelector (session-create/agent-create/onboarding),pass,,,,,/Users/pedronauck/dev/qa-labs/agh-model-selector-20260710-194713-914643-lab/qa-artifacts/qa/model-selector-evidence.md;docs/qa/reports/2026-07-10-model-selector.md,docs/qa/reports/2026-07-10-model-selector.md,,"story: model-selector task_02 invariant §7.6 reset-on-switch; flag only. src: task_02.md || Model-selector QA 2026-07-10: charter walked; live/manual, structured-surface, and official E2E evidence passed."
RT-065,RT,Custom model ID is provisional,Bruno,J-17,"An unmatched non-empty search query emits the exact custom model id; an unavailable custom model fails with model_unavailable, never a silent provider-default substitution.",web RuntimeSelector custom-ID row; POST /api/sessions,pass,,,,,/Users/pedronauck/dev/qa-labs/agh-model-selector-20260710-194713-914643-lab/qa-artifacts/qa/model-selector-evidence.md;docs/qa/reports/2026-07-10-model-selector.md,docs/qa/reports/2026-07-10-model-selector.md,,"story: model-selector task_02 invariant §7.4 custom entry; flag only. src: task_02.md || Model-selector QA 2026-07-10: charter walked; live/manual, structured-surface, and official E2E evidence passed."
RT-066,RT,Favorites and recents persist (browser-local),Bruno,J-17,Star toggles persist to localStorage keys agh:runtime-selector:fav|recent; recents dedupe and cap at 6; the pinned Recent & favorites block renders.,web RuntimeSelector popup,pass,,,,,/Users/pedronauck/dev/qa-labs/agh-model-selector-20260710-194713-914643-lab/qa-artifacts/qa/model-selector-evidence.md;docs/qa/reports/2026-07-10-model-selector.md,docs/qa/reports/2026-07-10-model-selector.md,,"story: model-selector task_02 favorites/recents — browser-local UI pref, never reaches the daemon; flag only. src: task_02.md || Model-selector QA 2026-07-10: charter walked; live/manual, structured-surface, and official E2E evidence passed."
RT-067,RT,Needs-auth provider dims and disables,Bruno,J-17,"A needs-auth provider dims its rail item, disables its model rows with a reason, and shows the trigger warning; a disabled row never selects.",web RuntimeSelector popup rail + rows,untested,,,,,/Users/pedronauck/dev/qa-labs/agh-model-selector-20260710-194713-914643-lab/qa-artifacts/qa/model-selector-evidence.md;docs/qa/reports/2026-07-10-model-selector.md,docs/qa/reports/2026-07-10-model-selector.md,,"story: model-selector task_02 needs-auth state; flag only. src: task_02.md || Model-selector QA 2026-07-10: charter walked; live/manual, structured-surface, and official E2E evidence passed. || Review round 001 batch 021-025: group availability shows Unavailable when all models unavailable; trigger warning exposes aria-label; flagged untested, not retested."
RT-068,RT,Runtime selector keyboard and a11y,Sol,J-17,"role=dialog popup; Cmd-K opens, arrows move (skipping disabled, wrapping), Enter selects, Esc closes and restores trigger focus; each segment routes focus (provider to rail, model to search, reasoning to strip).",web RuntimeSelector (keyboard + screen reader),untested,,,,,/Users/pedronauck/dev/qa-labs/agh-model-selector-20260710-194713-914643-lab/qa-artifacts/qa/model-selector-evidence.md;docs/qa/reports/2026-07-10-model-selector.md,docs/qa/reports/2026-07-10-model-selector.md,,"story: model-selector task_02 keyboard/a11y; walked by Sol. src: task_02.md || Model-selector QA 2026-07-10: charter walked; live/manual, structured-surface, and official E2E evidence passed. || Review round 001 batch 021-025: degraded-state warning icon now has accessible name (role=img + aria-label); flagged untested, not retested."
RT-069,RT,Agent-create runtime step gains reasoning,Bruno,J-18,The agent-create RuntimeStep uses the unified selector and adds a default reasoning_effort threaded into buildCreateAgentParams (omitted when empty); provider change clears model and reasoning.,web agent-create wizard RuntimeStep,untested,,,,,/Users/pedronauck/dev/qa-labs/agh-model-selector-20260710-194713-914643-lab/qa-artifacts/qa/model-selector-evidence.md;docs/qa/reports/2026-07-10-model-selector.md,docs/qa/reports/2026-07-10-model-selector.md,,"story: model-selector task_02 agent-create reasoning add; flag only. src: task_02.md || Model-selector QA 2026-07-10: charter walked; live/manual, structured-surface, and official E2E evidence passed. || Review round 001 batch: agent-create runtime step now surfaces reasoningEffort FieldError (review fix 009); flagged untested, not retested."
RT-070,RT,Agent default reasoning resolves into StartOpts,Bruno,J-18,A session created from an agent without a runtime override inherits the agent default reasoning_effort into StartOpts.,POST /api/sessions from agent default; StartOpts resolution,pass,,,,,/Users/pedronauck/dev/qa-labs/agh-model-selector-20260710-194713-914643-lab/qa-artifacts/qa/model-selector-evidence.md;docs/qa/reports/2026-07-10-model-selector.md,docs/qa/reports/2026-07-10-model-selector.md,,"story: model-selector task_01/02 agent default reasoning; flag only. src: task_02.md || Model-selector QA 2026-07-10: charter walked; live/manual, structured-surface, and official E2E evidence passed."
RT-071,RT,Onboarding default-model uses the unified selector,Lea,J-19,The hand-rolled provider grid is deleted; the unified selector drives provider·model·reasoning; the auth section is preserved; commit folds model + default reasoning via the unchanged provider-request contract.,web onboarding default-model step,pass,BUG-0024,fixed,pass,,/Users/pedronauck/dev/qa-labs/agh-model-selector-20260710-194713-914643-lab/qa-artifacts/qa/model-selector-evidence.md;docs/qa/reports/2026-07-10-model-selector.md,docs/qa/reports/2026-07-10-model-selector.md,RT-004,"story: model-selector task_02 onboarding migration; flag only, not retested. src: task_02.md || Model-selector QA 2026-07-10: charter walked; live/manual, structured-surface, and official E2E evidence passed. BUG-0024 is fixed and retested in the uncommitted worktree; no SHA exists by explicit user direction."
RT-072,RT,Claude max reasoning via the web selector,Bruno,J-21,A Claude session created through the web selector with reasoning_effort=max applies the advertised ACP effort after model selection and before the first prompt (browser-use highest-risk flow).,web session-create to Claude to max; browser-use:browser,pass,BUG-0024,fixed,pass,,/Users/pedronauck/dev/qa-labs/agh-model-selector-20260710-194713-914643-lab/qa-artifacts/qa/model-selector-evidence.md;docs/qa/reports/2026-07-10-model-selector.md,docs/qa/reports/2026-07-10-model-selector.md,RT-061,"story: model-selector task_04 highest-risk browser-use flow; execution captures ACP ordering evidence. src: task_04.md || Model-selector QA 2026-07-10: charter walked; live/manual, structured-surface, and official E2E evidence passed. BUG-0024 is fixed and retested in the uncommitted worktree; no SHA exists by explicit user direction."
RT-073,RT,Complete one-kickoff autonomous collaboration,Operator,,"After one in-persona kickoff, registered agents start all seeded owned Tasks, exchange the required peer messages, complete reviews and disruption recovery, and produce every declared artifact without another operator prompt.","real provider session; Task scheduler; Network channels; workspace artifacts",fail,BUG-0028,pending,,,/home/pedronauck/dev/qa-labs/agh-northstar-pay-20260711-153916-425791-lab/qa-artifacts/qa/qa-audit-report.json; /home/pedronauck/dev/qa-labs/agh-northstar-pay-20260711-153916-425791-lab/qa-artifacts/qa/notes/bug-0028-autonomy-stall.json; /home/pedronauck/dev/qa-labs/agh-northstar-pay-20260711-153916-425791-lab/qa-artifacts/qa/provider-attempt.json; /home/pedronauck/dev/qa-labs/agh-northstar-pay-20260711-153916-425791-lab/qa-artifacts/qa/journey-log.jsonl,docs/qa/reports/2026-07-11-northstar-pay.md,RT-032;NB-020;TA-007,"story: As a launch operator I expect one kickoff to activate the declared team and finish its owned work without hidden follow-up prompting. || QA 2026-07-11: the real PM turn ended healthy after creating seven duplicate unowned Tasks and posting one checklist, but the 12 seeded owner-pool Tasks remained ready with zero runs. No collaborator session, peer message, review cycle, disagreement resolution, disruption recovery, or declared deliverable followed. BUG-0028 records the unresolved activation boundary; no second prompt was sent."
TA-001,TA,Create task,Operator/Agent,,"POST creates a task (201) with title, scope (global/workspace), priority, max_attempts, approval_policy, auto_enqueue_on_ready, optional draft + owner + network_channel; web modal offers templates one_shot/recurring/epic/remote_peer/human_in_loop/blank. Invalid scope binding → 4xx.",Web `/tasks/new` modal; `POST /api/tasks`; `POST (uds) /tasks`; CLI `task create`,pass,,,,,"`tasks.go:188-223,1733-1766`; routes `httpapi:269`,`uds:282`; `web/.../tasks.new.tsx:11-19`; `task-templates.ts:55-131`; qa/evidence/batch-005-tasks-crud/ta001-*; qa/evidence/batch-005-tasks-crud/ta001-ta014-summary.json; qa/evidence/batch-005-tasks-crud/ta001-ta014-retest-summary.json",,,story: As a user I create a task (optionally from a template) so work can be queued. || errors: HTTP create workspace task returned 201 for task-00b150468e8e99a2; workspace-scope create without workspace returned client error; UDS-backed CLI create returned task-8af6f174bc83d375. || Verify template prefills; workspace scope requires workspace binding. Web-specific UI rendering for this task story remains browser-blocked where applicable; HTTP/UDS behavior passed. || src: docs/qa/_seeds/feature-stories/02_analysis_tasks-automation.md || inventory: Needs QA
